company_name,industry,sub_industry,company_stage,company_size,role_title,role_description,required_skills,nice_to_have_skills,location,salary_min,salary_max,visa_sponsorship,min_experience_years
Salesforce,Technology,Enterprise Software,Public,"Enterprise (5,000+)",Solutions Architect,Design and implement Salesforce solutions for enterprise customers.,"Solution Architecture, Salesforce Platform, Enterprise Integration","CRM, Cloud Architecture","San Francisco, CA",160000,280000,True,5
Oracle Corporation,Technology,Enterprise Software,Public,"Enterprise (5,000+)",Software Developer,Develop and maintain Oracle's database and enterprise software products.,"Software Development, Java, Database Systems","Oracle Database, Cloud Computing","Redwood City, CA",140000,230000,True,2
Oracle Corporation,Technology,Enterprise Software,Public,"Enterprise (5,000+)",Principal Software Engineer,Lead technical architecture and development of Oracle's enterprise software solutions.,"Software Architecture, Java, Distributed Systems","Oracle Technologies, Cloud Platforms","Redwood City, CA",180000,320000,True,8
SAP,Technology,Enterprise Software,Public,"Enterprise (5,000+)",Software Engineer,Develop enterprise software solutions for SAP's global customer base.,"Software Engineering, Java, Enterprise Applications","SAP Technologies, ABAP","Palo Alto, CA",135000,220000,True,2
SAP,Technology,Enterprise Software,Public,"Enterprise (5,000+)",Cloud Architect,Design and implement cloud-based enterprise solutions using SAP technologies.,"Cloud Architecture, SAP Cloud Platform, Enterprise Integration","SAP HANA, Microservices","Palo Alto, CA",170000,290000,True,6
ServiceNow,Technology,Enterprise Software,Public,"Enterprise (5,000+)",Software Engineer,Build and enhance ServiceNow's digital workflow platform and enterprise applications.,"Software Engineering, JavaScript, Web Development","ServiceNow Platform, AngularJS","Santa Clara, CA",145000,250000,True,2
ServiceNow,Technology,Enterprise Software,Public,"Enterprise (5,000+)",Staff Software Engineer,Lead technical design and implementation of complex ServiceNow platform features.,"Software Architecture, JavaScript, System Design","ServiceNow Development, Enterprise Platforms","Santa Clara, CA",200000,350000,True,7
Workday,Technology,Enterprise Software,Public,"Enterprise (5,000+)",Software Application Engineer,Develop and maintain Workday's enterprise SaaS applications for HR and finance.,"Software Engineering, Java, Enterprise Applications","SaaS, HR Technology","Pleasanton, CA",140000,240000,True,2
Workday,Technology,Enterprise Software,Public,"Enterprise (5,000+)",Principal Software Engineer,Lead architecture and development of Workday's core platform and applications.,"Software Architecture, Java, Distributed Systems","Workday Platform, SaaS Architecture","Pleasanton, CA",190000,330000,True,8
Qualcomm,Technology,Semiconductors,Public,"Enterprise (5,000+)",Software Engineer,Develop software for Qualcomm's wireless communication and semiconductor products.,"Software Engineering, C/C++, Embedded Systems","Wireless Technologies, DSP","San Diego, CA",130000,220000,True,2
Qualcomm,Technology,Semiconductors,Public,"Enterprise (5,000+)",Hardware Engineer,Design and develop semiconductor products and wireless communication systems.,"Hardware Design, Digital Design, Verilog","RF Design, ASIC Design","San Diego, CA",135000,230000,True,3
Broadcom Inc.,Technology,Semiconductors,Public,"Enterprise (5,000+)",ASIC Design Engineer,Design and develop application-specific integrated circuits for networking and storage products.,"ASIC Design, Verilog, Digital Design","SystemVerilog, Synthesis","San Jose, CA",140000,240000,True,3
Broadcom Inc.,Technology,Semiconductors,Public,"Enterprise (5,000+)",Software Engineer,Develop software for Broadcom's semiconductor and infrastructure products.,"Software Engineering, C/C++, Embedded Systems","Networking, Storage Systems","San Jose, CA",135000,230000,True,2
Micron Technology,Technology,Semiconductors,Public,"Enterprise (5,000+)",Memory Design Engineer,"Design and develop memory products including DRAM, NAND flash, and emerging memory technologies.","Memory Design, Digital Design, Circuit Design","DRAM, NAND Flash","Boise, ID",125000,210000,True,3
Micron Technology,Technology,Semiconductors,Public,"Enterprise (5,000+)",Software Engineer,"Develop software for memory testing, validation, and product development.","Software Engineering, C/C++, Embedded Systems","Memory Technologies, Test Engineering","Boise, ID",120000,200000,True,2
Okta,Technology,Cybersecurity,Public,"Enterprise (5,000+)",Software Engineer,Build and maintain Okta's identity and access management platform.,"Software Engineering, Java, JavaScript","Identity Management, Security","San Francisco, CA",155000,270000,True,2
Okta,Technology,Cybersecurity,Public,"Enterprise (5,000+)",Security Engineer,Design and implement security features for Okta's identity platform.,"Security Engineering, Identity Management, Cloud Security","OAuth, SAML","San Francisco, CA",160000,280000,True,3
Zscaler,Technology,Cybersecurity,Public,"Enterprise (5,000+)",Software Engineer,Develop cloud security solutions and network security products.,"Software Engineering, Java, Network Security","Cloud Security, Cybersecurity","San Jose, CA",150000,260000,True,2
Zscaler,Technology,Cybersecurity,Public,"Enterprise (5,000+)",Principal Engineer,Lead technical architecture for Zscaler's cloud security platform.,"Software Architecture, Security Engineering, Distributed Systems","Cloud Platforms, Network Security","San Jose, CA",200000,350000,True,8
Fortinet,Technology,Cybersecurity,Public,"Enterprise (5,000+)",Software Engineer,"Develop cybersecurity products including firewalls, intrusion prevention, and endpoint security.","Software Engineering, C/C++, Network Security","Cybersecurity, Linux","Sunnyvale, CA",140000,240000,True,2
Fortinet,Technology,Cybersecurity,Public,"Enterprise (5,000+)",Security Research Engineer,Research and develop advanced threat detection and prevention technologies.,"Security Research, Malware Analysis, Threat Intelligence","Reverse Engineering, Machine Learning","Sunnyvale, CA",160000,280000,True,4
X (formerly Twitter),Technology,Social Media,Private,"Very Large (1,000-4,999)",Software Engineer,Build and scale systems that power real-time global conversations on X platform.,"Software Engineering, Distributed Systems, Scala","Real-time Systems, Social Media","San Francisco, CA",160000,280000,True,2
X (formerly Twitter),Technology,Social Media,Private,"Very Large (1,000-4,999)",ML Engineer,"Develop machine learning systems for content recommendation, moderation, and user experience.","Machine Learning, Python, Distributed Systems","NLP, Recommendation Systems","San Francisco, CA",170000,300000,True,3
LinkedIn,Technology,Social Media,Public,"Enterprise (5,000+)",Software Engineer,Build professional networking and career development features for LinkedIn's global platform.,"Software Engineering, Java, Distributed Systems","Social Networks, Recommendation Systems","Sunnyvale, CA",155000,270000,True,2
LinkedIn,Technology,Social Media,Public,"Enterprise (5,000+)",Data Scientist,Use data to improve member experience and professional networking features.,"Data Science, Statistics, Python","A/B Testing, Social Networks","Sunnyvale, CA",160000,280000,True,3
Snapchat (Snap Inc.),Technology,Social Media,Public,"Enterprise (5,000+)",Software Engineer,Develop features for Snapchat's multimedia messaging and AR camera platform.,"Software Engineering, Python, Mobile Development","Computer Vision, AR/VR","Santa Monica, CA",150000,260000,True,2
Snapchat (Snap Inc.),Technology,Social Media,Public,"Enterprise (5,000+)",AR Engineer,Build augmented reality experiences and camera features for Snapchat.,"AR/VR Development, Computer Vision, C++","Computer Graphics, Mobile AR","Santa Monica, CA",165000,290000,True,3
GitHub,Technology,Developer Tools,Public,"Very Large (1,000-4,999)",Software Engineer,Build and maintain GitHub's platform for software development and collaboration.,"Software Engineering, Ruby, Git","Open Source, Developer Tools","San Francisco, CA",160000,280000,True,2
GitHub,Technology,Developer Tools,Public,"Very Large (1,000-4,999)",Principal Engineer,Lead technical architecture for GitHub's developer platform and services.,"Software Architecture, Distributed Systems, Platform Engineering","Git, Developer Experience","San Francisco, CA",200000,350000,True,8
GitLab,Technology,Developer Tools,Public,"Very Large (1,000-4,999)",Backend Engineer,Develop GitLab's DevOps platform backend systems and APIs.,"Backend Development, Ruby, API Design","DevOps, Git",Remote,140000,240000,True,2
GitLab,Technology,Developer Tools,Public,"Very Large (1,000-4,999)",Senior Frontend Engineer,Build user interfaces and experiences for GitLab's DevOps platform.,"Frontend Development, JavaScript, Vue.js","DevOps, User Experience",Remote,150000,260000,True,4
Docker,Technology,Developer Tools,Private,Medium (50-199),Software Engineer,Develop Docker's containerization platform and developer productivity tools.,"Software Engineering, Go, Containerization","Docker, Kubernetes","Palo Alto, CA",145000,250000,True,2
Docker,Technology,Developer Tools,Private,Medium (50-199),DevOps Engineer,Build and maintain infrastructure for Docker's platform and services.,"DevOps, Kubernetes, Cloud Platforms","Docker, CI/CD","Palo Alto, CA",150000,260000,True,3
Epic Games,Technology,Gaming,Private,"Very Large (1,000-4,999)",Game Developer,Develop games and interactive experiences using Unreal Engine and cutting-edge technology.,"Game Development, C++, Unreal Engine","3D Graphics, Game Design","Cary, NC",120000,200000,True,2
Epic Games,Technology,Gaming,Private,"Very Large (1,000-4,999)",Engine Programmer,Develop and maintain Unreal Engine for game developers worldwide.,"Engine Development, C++, 3D Graphics","Rendering, Game Engines","Cary, NC",140000,240000,True,4
eBay,Technology,E-commerce,Public,"Enterprise (5,000+)",Software Engineer,Build and maintain eBay's e-commerce marketplace platform and services.,"Software Engineering, Java, Distributed Systems","E-commerce, Microservices","San Jose, CA",145000,250000,True,2
